('aKila', 'a)niKila', 'b)yamaH', 'c)indrajAlam', 'd)karkawaSfNgI')
('saNkaraH', 'a)saNkaraRam', 'b)lulApaH', 'c)bAhuH', 'd)aBigama')
('saMkalanam', 'a)saMgrahaH', 'b)niyamaH', 'c)nirmaTya', 'd)karaSAKA')
('saMgrahaH', 'a)saMkalana', 'b)samayaH', 'c)paNkajam', 'd)parikriyA')
('kimarTam', 'a)kasmAt', 'b)parapatnI', 'c)nyAsaH', 'd)mudraya')
('samIpatA', 'a)sAnniDyanam', 'b)hatyA', 'c)niyamin', 'd)supeSa')
('kroSaH', 'a)AkroSaH', 'b)vibrU', 'c)hariRaH', 'd)udboDaH')
('dfSyamAlA', 'a)dfSyAvalI', 'b)parIkzA', 'c)prasAraH', 'd)ananyagatika')
('aBinirdiS', 'a)niSci', 'b)sannipAtaH', 'c)aBitaH', 'd)prakram')
('saNgranT', 'a)saMgranT', 'b)sarvaSaktiSAlin', 'c)vAsaH', 'd)kzaRaBaNgura')
('sPuraRam', 'a)prasPuraRam', 'b)upalakzaya', 'c)nagavat', 'd)AjYA')
('tejakaRaH', 'a)DAtutArA', 'b)DIraSAnta', 'c)AtmASI', 'd)BUtam')
('rakz', 'a)parirakz', 'b)kAlapraBAtaH', 'c)dvIpasamUhaH', 'd)yavAnI')
('cikitsakena', 'a)vimarSaya', 'b)tapasya', 'c)purudaMSakaH', 'd)dIrGakAlIna')
('vyAvyaD', 'a)udBrAmaya', 'b)BiRqakaH', 'c)aDivAcakaSabdaH', 'd)vahitram')
('praButA', 'a)praButvam', 'b)kAkatinduvarRaH', 'c)SoBanaleKanaSilpam', 'd)bAlyam')
('tIrTam', 'a)tIrTakzetram', 'b)muKabanDam', 'c)BUvArAhavfttam', 'd)aTarva')
('avanata', 'a)nata', 'b)kaRwaPalA', 'c)kuharam', 'd)ekonacatvAriMSat')
('laGu', 'a)akula', 'b)sukaraH', 'c)citrA', 'd)recakaH')
('prapIqita', 'a)upapIqita', 'b)kAlaKaYjam', 'c)pAtanam', 'd)hatajyotis')
('aDomuKa', 'a)anuttAna', 'b)klAmaya', 'c)anyatra', 'd)nAsAranDram')
('Cid', 'a)vyavacCid', 'b)SakyatA', 'c)KabAzpaH', 'd)sUcita')
('paricCid', 'a)parivap', 'b)nivAraya', 'c)prajYAhIna', 'd)SataprAsaH')
('prakzAlaya', 'a)parikzAlaya', 'b)tvizi', 'c)vizwamB', 'd)parizadvalaH')
('parivarDanam', 'a)parivfdDiH', 'b)prItimat', 'c)arhaH', 'd)vitarkaH')
('arucikara', 'a)aprItikara', 'b)sanDA', 'c)agamyA', 'd)banD')
('guh', 'a)gup', 'b)nirjanatA', 'c)sTA', 'd)kakudmAn')
('parIkzaya', 'a)samIkzaya', 'b)rAjadrohin', 'c)vyativraj', 'd)SiTilaya')
('parIkz', 'a)samIkz', 'b)AdityO', 'c)nipat', 'd)prajYAta')
('pramARIkf', 'a)pramARaya', 'b)apavAritam', 'c)sidDiH', 'd)KaRqaDArA')
('AraB', 'a)prAraB', 'b)vyAkaraRikaprakAraH', 'c)vihas', 'd)vaDakaH')
('fziH', 'a)mantradrazwA', 'b)viSudDa', 'c)yaTAcArin', 'd)patrI')
('janamatam', 'a)lokamatam', 'b)mahIpatiH', 'c)ramBaH', 'd)bAzpabinduH')
('anuzWAnam', 'a)upakramam', 'b)kAmabARaH', 'c)kzamatA', 'd)dAsaH')
('sandigDa', 'a)sandehapUrRa', 'b)mudrakam', 'c)Avartaya', 'd)Sak')
('SARa', 'a)SaRamaya', 'b)vAnAH', 'c)aDikazwam', 'd)kaqandikA')
('ketakaH', 'a)ketakI', 'b)strIjananikA', 'c)mArgaH', 'd)mAMsarajju')
('madyapI', 'a)surApaH', 'b)svAmyAnuraktA', 'c)ekAgracittatA', 'd)sandaMSaH')
('vivAhitA', 'a)pariRItA', 'b)gavezaRA', 'c)avidDaH', 'd)SaniprasUH')
('mUrtiH', 'a)arcA', 'b)pramaTitam', 'c)same', 'd)luRWita')
('viyogaH', 'a)viSlezaH', 'b)virUDa', 'c)viBajanam', 'd)svIkf')
('saMyogaH', 'a)melanam', 'b)SikzakaH', 'c)ramaRIya', 'd)AsAvarI')
('pratipAlakaH', 'a)rakzakaH', 'b)patrI', 'c)anuvraj', 'd)prakram')
('savinayam', 'a)namratayA', 'b)satyanizWa', 'c)KaledAru', 'd)puzpavAwIkA')
('muktahasta', 'a)muktakara', 'b)maDuratvam', 'c)AkarzaRI', 'd)avagam')
('udAratayA', 'a)muktahastena', 'b)pawizWa', 'c)vinaS', 'd)vArdDakyam')
('jaqana', 'a)mUlyam', 'b)nirdeSanam', 'c)DarmaH', 'd)mUzakaH')
('paRyavITI', 'a)avawaNkaH', 'b)kARqaBagnam', 'c)mUka', 'd)veSyAjIvaH')
('avaman', 'a)apaman', 'b)paScimavAyuH', 'c)aByukzita', 'd)samApattiH')
('SrAdDam', 'a)SrAdDakarma', 'b)kAntiH', 'c)ISvarI', 'd)DA')
('kzaRamAtram', 'a)nimizamAtram', 'b)raNgamaYcaH', 'c)aDyArUQa', 'd)snehin')
('muc', 'a)vimuc', 'b)aDastAddiSA', 'c)niruttara', 'd)AmraH')
('miSraRam', 'a)sammiSraRam', 'b)yavakaH', 'c)aBinnaBAvaH', 'd)nyaYcita')
('miSraRam', 'a)saMmiSraRam', 'b)aBilup', 'c)viyukta', 'd)catussaptati')
('kajjalam', 'a)aYjanam', 'b)AvalI', 'c)nAmapawwakaH', 'd)samAna')
('jalaM', 'a)gala', 'b)vaktram', 'c)maSaH', 'd)anuvft')
('kaRqUrA', 'a)AtmaguptA', 'b)AvApaH', 'c)mAtfSvaseyA', 'd)apatra')
('svIkArapatram', 'a)mftaleKaH', 'b)suKin', 'c)tantuH', 'd)SmaSruH')
('mftapatram', 'a)icCApatram', 'b)trimUrtiH', 'c)kzatra', 'd)kAlAntaram')
('pawanAnagaram', 'a)pAwaliputram', 'b)Sami', 'c)nipIqaya', 'd)kArpAsam')
('niSci', 'a)nirRI', 'b)BAs', 'c)SikzA', 'd)niyuj')
('dIrGapIWikA', 'a)dIrGAsandI', 'b)samavaDAnam', 'c)muRqaH', 'd)aBizyanda')
('dehadaRqaH', 'a)pASadaRqaH', 'b)suptam', 'c)aBakzya', 'd)vinna')
('samAnatAvAdI', 'a)samAnatAvAdinI', 'b)kftam', 'c)aBitApaH', 'd)santrAsaya')
('karuRarasaH', 'a)karuRaH', 'b)devavARI', 'c)speSala', 'd)apavah')
('aPagARavAsI', 'a)aPagARavAsinI', 'b)kfzRaH', 'c)navapatram', 'd)vinirvamaya')
('nizkAsaya', 'a)bahizkf', 'b)svIkf', 'c)BfNgAmIzwaH', 'd)saMlakz')
('aDikArAt', 'a)avaropaya', 'b)SastrajIvI', 'c)jalottolanI', 'd)niScayaH')
('vyatI', 'a)nirvah', 'b)lohitakaH', 'c)mAnakaH', 'd)Ahve')
('mocaya', 'a)vimocaya', 'b)parirakz', 'c)upoQaH', 'd)ulupaH')
('SuBratA', 'a)DavalatA', 'b)jIvitam', 'c)vizaDaraH', 'd)hEtukatvam')
('avasAdita', 'a)KilIBUta', 'b)sTiracittatA', 'c)Buvanam', 'd)anuSAs')
('vah', 'a)nI', 'b)AkAragopanam', 'c)AmraH', 'd)anukampanam')
('pat', 'a)prapat', 'b)avarudDa', 'c)naraNgam', 'd)kuzmARqaH')
('SvetavarRaH', 'a)SvetaH', 'b)antarikza', 'c)praDfz', 'd)KAtakaH')
('upahAraH', 'a)dakziRA', 'b)SIrzaka', 'c)kopay', 'd)KolkA')
('prahArin', 'a)prahAraka', 'b)avakalita', 'c)aBikram', 'd)aBIzwaH')
('nirAbADam', 'a)akzatam', 'b)tarkuH', 'c)mahat', 'd)sarovaraH')
('vastraDArin', 'a)vastrABUzita', 'b)utsarjanam', 'c)nyubja', 'd)rasAmlam')
('kalaNkam', 'a)aNkanam', 'b)paraSuH', 'c)sUryARI', 'd)amlAna')
('reqa', 'a)krAsa', 'b)bAlAvasTA', 'c)mandasAna', 'd)niKila')
('BAzyam', 'a)wIppaRI', 'b)vastraDArin', 'c)paTakam', 'd)saNGawanam')
('antardeSIya', 'a)patram', 'b)aYjasa', 'c)vfzaRaH', 'd)maDupuzpaH')
('antarrAzwriya', 'a)patram', 'b)varRagata', 'c)yATArTyam', 'd)alIka')
('vAsaraH', 'a)divasaH', 'b)sf', 'c)samayaH', 'd)tEtiraH')
('kAlaH', 'a)samayaH', 'b)divABItaH', 'c)tAra', 'd)yogyakAlaH')
('dinam', 'a)divasaH', 'b)caramAvasTA', 'c)sAndratA', 'd)padavfdDiM')
('sudinam', 'a)suKam', 'b)mukuraH', 'c)bimbasAraH', 'd)svarakzA')
('sAhityam', 'a)sAhityaSAstram', 'b)gavyaKaRqaH', 'c)anucaraH', 'd)vyavaso')
('praDvaMsaka', 'a)DvaMsaka', 'b)aSizwaH', 'c)pIqakaH', 'd)ambu')
('sPur', 'a)spand', 'b)saMkrAnti', 'c)anDatAmisram', 'd)Svetam')
('kutrApi', 'a)kutracit', 'b)BraMS', 'c)kravyAt', 'd)prasannacitta')
('lAvArasaH', 'a)lAvhArasaH', 'b)kaRWABaraRam', 'c)upaSrutiH', 'd)SiSnaH')
('sTAlI', 'a)SarAvaH', 'b)asaMyata', 'c)anyajanaH', 'd)astam')
('antaH', 'a)aByantaram', 'b)lABaprada', 'c)stamBaH', 'd)pratyAhAraH')
('prabadaraH', 'a)prabadaram', 'b)alpaBAgya', 'c)maDvAlulatA', 'd)aNgarAw')
('vinimaya', 'a)patram', 'b)nicUlaH', 'c)kaMsaH', 'd)SANKa')
('anATAlayam', 'a)anATASramaH', 'b)surApARa', 'c)raYjanam', 'd)mIQvAn')
('sUtram', 'a)srotaH', 'b)pitA', 'c)duzwaSvA', 'd)vikatTanam')
('sammata', 'a)anumodaka', 'b)masIcuzaH', 'c)karmakaratA', 'd)kaNkaRI')
('dravatA', 'a)taralatA', 'b)kOwajaH', 'c)rukzatva', 'd)karuRAmayatA')
('parizkfta', 'a)upasaMskfta', 'b)mOYjIpatrA', 'c)SanivAraH', 'd)pratisAraya')
('GozaRA', 'a)udGozaRA', 'b)kAkiRI', 'c)vfzAkapiH', 'd)dUzita')
('svargIya', 'a)divya', 'b)dAyakaH', 'c)sfkaRquH', 'd)upanizad')
('dEva', 'a)dEvya', 'b)rAzwraDvajaH', 'c)kfzRaH', 'd)prema')
('SradDAvAn', 'a)SradDAvatiH', 'b)prArTita', 'c)gfhAdinirmARavidyAjYaH', 'd)vittaH')
('DarmanizWaH', 'a)SradDAvAn', 'b)svIyAkzaraH', 'c)sEnya', 'd)praSninI')
('turkI', 'a)BAzA', 'b)pItanakaH', 'c)vyay', 'd)KaledAru')
('pAre', 'a)agre', 'b)atallIna', 'c)vyavaDAnam', 'd)ruz')
('viSlezaRam', 'a)aDigamanam', 'b)nOrajjuH', 'c)anuSocanam', 'd)aNgIkf')
('karaH', 'a)kararuhaH', 'b)prItyA', 'c)taTyAtmaka', 'd)gahanam')
('vipASA', 'a)vipAw', 'b)utsaH', 'c)karuRAhInatA', 'd)utpIqanam')
('nyU', 'a)jIlERqadeSaH', 'b)saMkuc', 'c)sanDipAdajantuH', 'd)somavallI')
('upaSlAGA', 'a)vikatTanam', 'b)vima', 'c)mahASivarAtriH', 'd)ahaH')
('bahu', 'a)ati', 'b)gaRarAjyam', 'c)AtmakaTA', 'd)pratijYA')
('aDoBAgaH', 'a)mUlam', 'b)golA', 'c)taraRqaH', 'd)parimArjanam')
('avakarakaRqolaH', 'a)avakarikA', 'b)devapatnI', 'c)nirmama', 'd)luRw')
('kulmiH', 'a)paSavyam', 'b)AiPila', 'c)veSmaBUH', 'd)janapraDAna')
('kaTaya', 'a)brU', 'b)totram', 'c)mahAtmyam', 'd)vinimayaH')
('samboDaya', 'a)anuSAs', 'b)SuB', 'c)kzveqitaH', 'd)SatrutApUrRa')
('vyapadiS', 'a)aBiDA', 'b)saMSri', 'c)uttama', 'd)cUzapatram')
('BAz', 'a)samBAz', 'b)avaSyAyaH', 'c)yoktavyaH', 'd)dvirePaH')
('kaT', 'a)Alap', 'b)sAvajYaM', 'c)yuktiH', 'd)KarjUravfkzaH')
('adButam', 'a)AScaryam', 'b)dayAmftyuH', 'c)prasAdaya', 'd)ram')
('CAyA', 'a)saMjYA', 'b)nIlAmbujam', 'c)dantamUlam', 'd)nideSakaH')
('vikAsaH', 'a)pravfdDiH', 'b)BAjakaH', 'c)karmakaraH', 'd)asuvAdI')
('pAram', 'a)tIrAntaram', 'b)AtmA', 'c)saMpAdaya', 'd)rUp')
('"saH', 'a)ekaprasTaM', 'b)tIkzRAgra', 'c)apavah', 'd)kapiH')
('kzIRa', 'a)kfSakAya', 'b)saMgaWanahIna', 'c)ApU', 'd)yantra')
('yatkiYcid', 'a)yatkiYcit', 'b)daDiPalaH', 'c)garhyaH', 'd)avakzayaH')
('sOjanyam', 'a)sujanatA', 'b)kakKawI', 'c)tantuvAnam', 'd)jaya')
('udDAraka', 'a)udDAtA', 'b)vARadaRqaH', 'c)samAnatAvAdaH', 'd)AsaYj')
('Avartanam', 'a)AkramaRam', 'b)samAkAraRam', 'c)navavivAhitA', 'd)ravivAraH')
('parama', 'a)para', 'b)AraRyaka', 'c)sAmagrI', 'd)Kid')
('parAkAzWA', 'a)caramasImA', 'b)aBisaMSru', 'c)agAram', 'd)uzRam')
('BfSam', 'a)atIvam', 'b)man', 'c)nindA', 'd)aDiviDA')
('Salkam', 'a)Salkalam', 'b)kAYcanI', 'c)rahasyam', 'd)BUtakAlaH')
('tiraskf', 'a)nirAkf', 'b)taTAgataH', 'c)SoBAyamAna', 'd)PAlgunikaH')
('pAdena', 'a)prahf', 'b)atuzwiH', 'c)Ahf', 'd)kIkasam')
('Sri', 'a)ASri', 'b)rAmarahasyopanizad', 'c)Gftam', 'd)sAmagrI')
('titikza', 'a)sah', 'b)sPUrtiprada', 'c)SuzkA', 'd)grEvam')
('kamalinI', 'a)padminI', 'b)mUlyanirUpakaH', 'c)muktAPalam', 'd)suPalaprada')
('puzpAYjaliH', 'a)kusumAYjaliH', 'b)hareRuH', 'c)mAnahAniH', 'd)raRqa')
('girijA', 'a)SElaputrI', 'b)kzutABijananaH', 'c)marudvIpam', 'd)citrayoDI')
('kUzmARqA', 'a)kuzmARqI', 'b)nirdayatvam', 'c)CidrahIna', 'd)alindaH')
('revatI', 'a)mahArOdrI', 'b)anuzWu', 'c)peSI', 'd)tumbA')
('upaBuktaH', 'a)upaBuktA', 'b)garuqaH', 'c)Askand', 'd)suKadAyaka')
('kftopaBoga', 'a)pratyukta', 'b)jaraRA', 'c)miSrita', 'd)tAlayantram')
('katTaka', 'a)jAtiH', 'b)SeKaram', 'c)sPuwIkf', 'd)kEravaH')
('katTaka', 'a)nftyam', 'b)amftasArajaH', 'c)paNkticaraH', 'd)kASmIram')
('katTakakalI', 'a)nftyam', 'b)tulApragrAhaH', 'c)bahujana', 'd)izwakApaTam')
('oqisI', 'a)nftyam', 'b)tozaH', 'c)pApakarman', 'd)hitakA')
('kuccipuqa़I', 'a)nftyam', 'b)mfdula', 'c)mucuwI', 'd)utkaRW')
('mohanI', 'a)awwam', 'b)kalakalaH', 'c)sevaya', 'd)vivAdI')
('DArAvAhika', 'a)DArAvAhin', 'b)gurutara', 'c)icCAmftyuH', 'd)aBIzwa')
('raRanItiH', 'a)yudDanItiH', 'b)durdama', 'c)kzayaH', 'd)timirapratizeDasya')
('prajvalanam', 'a)uddIpanam', 'b)karRaranDraH', 'c)jaraRqA', 'd)vidsaNa')
('lAvaRyam', 'a)ramyatA', 'b)zawzazwiH', 'c)rAjatanayaH', 'd)kfkalA')
('Buj', 'a)upaBuj', 'b)sUpaDa', 'c)vyADiH', 'd)saMvegaH')
('DvanivAditram', 'a)DvanimudraRayantram', 'b)tElacitra', 'c)vyayIkftaH', 'd)pradIpaH')
('majjaya', 'a)nimajjaya', 'b)lIlA', 'c)videSIyaH', 'd)Pule')
('mApaya', 'a)pratolaya', 'b)karkawAhvaH', 'c)qevisa', 'd)tapasyA')
('amoGa', 'a)avyarTa', 'b)nyUnIkf', 'c)ApAkaH', 'd)aprakfta')
('ucita', 'a)samyak', 'b)ikzucozaRam', 'c)raktavargaH', 'd)bEqa़ganapallI')
('pratyASI', 'a)aByarTI', 'b)kraturAjaH', 'c)vitastiH', 'd)SESavam')
('lakzyaH', 'a)gantavyaH', 'b)bIjakam', 'c)SOcaGaram', 'd)Bojay')
('aDikArI', 'a)aDikAriRI', 'b)vah', 'c)plozaH', 'd)granTikam')
('muKya', 'a)praDAna', 'b)mevAqaH', 'c)paRaH', 'd)BAravAha')
('kzArIya', 'a)kzArasvaBAva', 'b)deSanA', 'c)katrI', 'd)anAmiza')
('Bagna', 'a)jIrRa', 'b)ftiH', 'c)hInANgI', 'd)SUkaraH')
('vas', 'a)aDivas', 'b)dantaSarkarA', 'c)culliH', 'd)aByudayaH')
('aDivas', 'a)vas', 'b)sodyoga', 'c)gfhanIqA', 'd)AkarzaRam')
('kaRqUtiH', 'a)kaRquH', 'b)mUrKa', 'c)gAQatA', 'd)aDiroha')
('kaRqUtiH', 'a)kacCU', 'b)arhaRA', 'c)AmraH', 'd)dIrGagrIvaH')
('kAmodvegaH', 'a)kAmoddIpanam', 'b)Cedya', 'c)gurutvAkarzaRam', 'd)grAmaja')
('fRam', 'a)kusIdam', 'b)upakaraRajAtam', 'c)GawanAsTalam', 'd)manTara')
('apatrapizRu', 'a)anUQamAna', 'b)BUrikarman', 'c)BARqAgArikaH', 'd)upaSAKA')
('saMkocanaSIla', 'a)saNkocanaSIla', 'b)prasavagfham', 'c)irAkavAsinI', 'd)dUzaya')
('saMkocahIna', 'a)saNkocahIna', 'b)laGukaRwakI', 'c)AyAtakartA', 'd)Sezaya')
('SatAvarI', 'a)SatamUlI', 'b)BaRqAraH', 'c)kubudDiH', 'd)rakzakaH')
('apakzayaH', 'a)alpIBavanam', 'b)abDiH', 'c)cEtyaH', 'd)amara')
('dvO', 'a)dve', 'b)sarasI', 'c)parivA', 'd)SIkaraH')
('trayaH', 'a)tisraH', 'b)svakIyaH', 'c)nAkulaH', 'd)AtmIyam')
('catvAri', 'a)catasraH', 'b)vewakaH', 'c)BU', 'd)unmad')
('paYca', 'a)pARqavaH', 'b)vetana', 'c)pratye', 'd)calAcala')
('azwa', 'a)azwO', 'b)apariguRWitA', 'c)anurata', 'd)prajap')
('yantraSAlA', 'a)yantragfham', 'b)tAlaH', 'c)svacCa', 'd)patram')
('mevAqaH', 'a)mAravAqaH', 'b)jila', 'c)kArqiyalamadyam', 'd)ketakI')
('trayodaSaH', 'a)viSvaH', 'b)ArjuneyaH', 'c)skanDAvAraH', 'd)asti')
('paYcadaSa', 'a)paYcadaSatama', 'b)prastutakartA', 'c)pravfz', 'd)CalaH')
('azwAdaSa', 'a)azwAdaSatama', 'b)taraRqaH', 'c)tigmam', 'd)ugravAdin')
('viMSatiH', 'a)rAvaRabAhuH', 'b)sAraH', 'c)nilAyI', 'd)yudDavirAmapatAkA')
('saSAnti', 'a)SAntipUrvakam', 'b)andolaya', 'c)dantaSARaH', 'd)caRakA')
('SAntidAyaka', 'a)SAntidAyin', 'b)arcya', 'c)gurunAnakaH', 'd)lokasevA')
('mOktikavarRIya', 'a)mOktikavarRa', 'b)hatatejas', 'c)adanta', 'd)gfham')
('ekonatriMSat', 'a)navaviMSatiH', 'b)Cidrayukta', 'c)yAma', 'd)anusanDAnam')
('triMSattama', 'a)triMSa', 'b)puzpita', 'c)marmasparSin', 'd)puzkarAhvaH')
('navatriMSat', 'a)ekonacatvAriMSat', 'b)jYAnAtItA', 'c)sAralyam', 'd)jayantaH')
('navatriMSattama', 'a)navatriMSa', 'b)vipattiH', 'c)dOritam', 'd)madyapAnam')
('catvAriMSattama', 'a)catvAriMSa', 'b)candrikA', 'c)jAlam', 'd)kAvyAtmaka')
('ekacatvAriMSattama', 'a)ekacatvAriMSa', 'b)utsAhin', 'c)DarmavAsaraH', 'd)sraMsaya')
('dvicatvAriMSattama', 'a)dvicatvAriMSa', 'b)lOhabanDam', 'c)saraRiH', 'd)prakrama')
('tricatvAriMSattama', 'a)tricatvAriMSa', 'b)rAtriH', 'c)kozaH', 'd)parIpsa')
('catuScatvAriMSattama', 'a)catuScatvAriMSa', 'b)pratiBaya', 'c)rAjyaM', 'd)DUrtaH')
('zawcatvAriMSattama', 'a)zawcatvAriMSa', 'b)niyamaBaYjanam', 'c)utkaz', 'd)ajYAnam')
('saptacatvAriMSattama', 'a)saptacatvAriMSa', 'b)varRAwaH', 'c)kOwilyam', 'd)praSaMsA')
('azwacatvAriMSattama', 'a)azwacatvAriMSa', 'b)Palakam', 'c)uzwrikA', 'd)ekadeSIya')
('navacatvAriMSattama', 'a)navacatvAriMSa', 'b)sucirAyuH', 'c)mAMsarajju', 'd)vimAna')
('paYcASattama', 'a)paYcASa', 'b)rakzita', 'c)voRwaH', 'd)svarRima')
('taraRakft', 'a)plavanakft', 'b)siv', 'c)sTitiH', 'd)kAmpilaH')
('koSADyakzaH', 'a)koSapAlaH', 'b)parISezaH', 'c)avekzaRam', 'd)praKara')
('kozADyakzaH', 'a)koSapatiH', 'b)kulIna', 'c)waNkAraH', 'd)Amram')
('akzaH', 'a)tuzaH', 'b)aSikzitaH', 'c)lipI', 'd)mahAkapitTaH')
('satvahIna', 'a)niHsatva', 'b)saMyuktAkzaram', 'c)jaGanya', 'd)hiqimbaja')
('miSraRam', 'a)anuveDanam', 'b)avacayaH', 'c)akuwila', 'd)dArvI')
('SAstrIya', 'a)nftyam', 'b)SudDa', 'c)pApinI', 'd)suputraH')
('pAtraH', 'a)pAtram', 'b)parigrah', 'c)svIkf', 'd)cAraBawI')
('pAtraH', 'a)arhaH', 'b)saMjYA', 'c)piNgalaH', 'd)asamBAvya')
('Barjita', 'a)Bfzwa', 'b)vistfta', 'c)hArI', 'd)anukUla')
('tArakAsuraH', 'a)tArakaH', 'b)mAsIna', 'c)GuRajarjara', 'd)aByantaram')
('saNgrahaRam', 'a)saYcayanam', 'b)suSoBita', 'c)ananyatvam', 'd)kanyArASiH')
('durgrahaH', 'a)kugrahaH', 'b)argalam', 'c)mahABAratayudDam', 'd)grEvam')
('asadBAvaH', 'a)kuBAvaH', 'b)vicCedanam', 'c)pallavaH', 'd)cahA')
('praDvaMsakaH', 'a)DvaMsakaH', 'b)maDula', 'c)antikam', 'd)mAMsapiRqaH')
('Buj', 'a)ad', 'b)samBU', 'c)udIcI', 'd)dvAdaSAtmA')
('kulatTaH', 'a)kulatTA', 'b)yogacUqa़AmaRiH', 'c)niyamollaNGanam', 'd)SAs')
('miSr', 'a)sampfc', 'b)BazI', 'c)viBid', 'd)maWaH')
('piz', 'a)nizpIqya', 'b)avasaraH', 'c)diSAhIna', 'd)antaSayyA')
('priyA', 'a)strI', 'b)trimUrtiH', 'c)parikzataH', 'd)sektram')
('jYA', 'a)vid', 'b)vAgISaH', 'c)jantujA', 'd)sAvaDAnIBU')
('aBijYAnam', 'a)parijYAnam', 'b)gokIlaH', 'c)nArAyaRI', 'd)gostanI')
('pAtaya', 'a)syandaya', 'b)kozaH', 'c)yuvaSaH', 'd)krakacena')
('avapAtaya', 'a)nipAtaya', 'b)cillikA', 'c)OdenikaH', 'd)vyagratA')
('visarjaya', 'a)mocaya', 'b)satInaH', 'c)mahAn', 'd)svIkfta')
('mala', 'a)utsargaH', 'b)nArAyaRIkzetram', 'c)kUpaH', 'd)kowwAyam')
('pracAraka', 'a)pracArin', 'b)vad', 'c)jyotiH', 'd)samIcInatvam')
('vESyaH', 'a)vaRikaH', 'b)ganDamArjAraH', 'c)pAdAGAtaH', 'd)tIkzRa')
('unmAdaH', 'a)mattatA', 'b)anumatam', 'c)mosUlanagaram', 'd)narmadA')
('lakzam', 'a)AKewaH', 'b)SlIpadam', 'c)patram', 'd)mlecCamuKam')
('darSita', 'a)nidarSita', 'b)piyAno', 'c)utKananam', 'd)avyakta')
('dArSanikaH', 'a)dArSanikam', 'b)saNGaH', 'c)taraRakuRqaH', 'd)rakzakaH')
('vraRaH', 'a)kzatam', 'b)DImat', 'c)aBimAnahInatA', 'd)aticArutA')
('rAji', 'a)reKA', 'b)pratyaBijYAta', 'c)SAntiH', 'd)puzkarAKyaH')
('pAkaviDiH', 'a)vyaYjanaviDiH', 'b)vAlhikam', 'c)kAruRikatA', 'd)BaktarohidAsaH')
('AkASavARI', 'a)kendram', 'b)puw', 'c)pArAvAraH', 'd)kAvyAtmaka')
('ativft', 'a)utkfz', 'b)dfzwivakratA', 'c)SAradIya', 'd)prajAtantrIyaH')
('samudraPenaH', 'a)hiRqIraH', 'b)muc', 'c)pratyUhaH', 'd)kUrccikA')
('vilambaH', 'a)kzepaH', 'b)AdeSaH', 'c)pravaRaH', 'd)viSrAntiH')
('nideSakaH', 'a)nideSikA', 'b)dUzyA', 'c)daRqakAraRyam', 'd)KAtram')
('pragalBa', 'a)prOQa', 'b)KaRqaya', 'c)spfS', 'd)ArAvaH')
('Suz', 'a)pariSuz', 'b)upadeSaH', 'c)totram', 'd)rADaraN')
('Samaya', 'a)praSamaya', 'b)pucCadA', 'c)vyagratA', 'd)aBivad')
('SlAG', 'a)upacCandaya', 'b)vfttiH', 'c)atisUkzma', 'd)gOrI')
('DAraRA', 'a)niScayaH', 'b)upavartanam', 'c)aSvagatiH', 'd)apanilI')
('pItaH', 'a)gOraH', 'b)pracuram', 'c)SAKAnagaram', 'd)antevAsin')
('sUcanAdaRqaH', 'a)sUcI', 'b)maqagAskaradeSaH', 'c)SaktivarDaka', 'd)durbalIBU')
('viBUtiH', 'a)BUtiH', 'b)tejohIna', 'c)anAcArI', 'd)aBiBUtam')
('vAstuSilpIya', 'a)sTApatyasambanDI', 'b)lANgulam', 'c)pratyavasAnama', 'd)akftrimA')
('avasaravAdI', 'a)avasaravAdIni', 'b)viDura', 'c)suvarRA', 'd)hariH')
('avamfj', 'a)apamfj', 'b)yUnesko', 'c)deSaH', 'd)saYcArin')
('vinASaya', 'a)nASaya', 'b)suzWu', 'c)DUrzad', 'd)arizwanemiH')
('Sam', 'a)anuSam', 'b)has', 'c)DarmahInatA', 'd)ziKi')
('praSam', 'a)nivartaya', 'b)anaBijYatA', 'c)niScayaH', 'd)anicCita')
('sADu', 'a)suzWu', 'b)drukilimam', 'c)pratizWA', 'd)artiH')
('apazWu', 'a)duHzWu', 'b)BAgaH', 'c)pfzat', 'd)AlApita')
('granTakAra', 'a)granTakartA', 'b)BagavAn', 'c)prayojyaH', 'd)rasavidyA')
('dantaH', 'a)daSanaH', 'b)kuSajaH', 'c)vawikA', 'd)AcamaH')
('nivfttavetanam', 'a)anuvfttiH', 'b)gfham', 'c)vinodaya', 'd)asTisanDiH')
('AtmatuzwiH', 'a)AtmasantozaH', 'b)anugrahAt', 'c)gopAnasI', 'd)pra')
('Atmatfpta', 'a)Atmatuzwa', 'b)ASAbanDaH', 'c)dyumat', 'd)sOmyA')
('aNgam', 'a)SAKA', 'b)vaYcaka', 'c)devavAn', 'd)nipAtaya')
('stambakariH', 'a)mahAyAvanAlaH', 'b)pARquH', 'c)vanaspati', 'd)avalokita')
('palARquH', 'a)sukandakaH', 'b)samantaBadraH', 'c)mfgAjIvaH', 'd)Samaya')
('taraRam', 'a)plavanam', 'b)prajYaptiH', 'c)DAtrikA', 'd)niSci')
('gonasaH', 'a)GoRasaH', 'b)aparAjitA', 'c)moGam', 'd)anuSAs')
('pAkistAnIya', 'a)pAkastAnIyA', 'b)bAlahastaH', 'c)devadAruH', 'd)vrIqA')
('BUtAnIyaH', 'a)BUtAnIyA', 'b)parRamaya', 'c)GowakaH', 'd)parinirRij')
